phonemes,graphemes
pəlüdəselə,paludicella
windōpān,windowpane
kägnōmən,cognomen
litᵊl,little
ōvərtip,overtip
epipterik,epipteric
nänhwīt,nonwhite
petētōz,pettitoes
frȯgd,frogged
särkəmir,sarcomere
iksītər,excitor
ivalyəwāt,evaluate
stibnīt,stibnite
ōvərthrō,overthrow
länō,llano
labəfakshən,labefaction
jə̇tər,pargeter
vəlkə̇n,devilkin
slātish,slatish
sīanəjən,cyanogen
ratfish,ratfish
klēnəp,cleanup
spīəl,spile
klanzmən,clansman
perəgrənāt,peregrinate
fäksər,foxer
käksijēəs,coccygeus
bərgənət,burgonet
dijətaləs,digitalis
əpäjənəs,apogenous
viskəs,viscous
əndēkəmpōzd,undecomposed
basənelō,bassanello
krəch,crutch
prēfəljənts,prefulgence
abəpän,abipón
imərjənts,emergence
stȯraks,storax
sərēəl,surreal
ənpriperd,unprepared
laarīn,larine
trüpər,trooper
späntsər,sponsor
hiriŋ,hearing
gäŋsä,gangsa
wāstij,wastage
beschəl,bestial
āmītōsəs,amitosis
lenəwāsēē,lennoaceae
impēd,impede
myu̇risədē,muricidae
mau̇thēnə̇s,mouthiness
alyədel,aludel
läshü,lassú
līsəsōm,lysosome
igzaktə,exacta
tents,tense
grē,gree
bōthridēəm,bothridium
sitāshəs,setaceous
frəsh,frush
sträbəlāshəs,strobilaceous
pās,pace
ku̇mbē,kumbi
sētäləjē,cetology
sau̇,sow
nirsīd,nearside
pənäbskät,penobscot
tääl,taal
əprēshətiv,appreciative
zīgōmīsēt,zygomycete
gerəntē,guarantee
pälipnēə,polypnea
sərkəmfyüz,circumfuse
fīəlīd,phialide
səspishən,suspicion
bəndᵊl,bundle
eksəkwātər,exequatur
krēōlyō,criollo
redᵊn,redden
rēspel,respell
səbdīəfrəgmatik,subdiaphragmatic
səliləkwē,soliloquy
thaləməs,thalamus
pikyünēerē,pecuniary
trādfəl,tradeful
ēhē,ihi
kərīnə,carina
də̇skrīər,descrier
ikspīər,expire
wiŋdiŋ,wingding
titəlāt,titillate
kəmēdēetə,comedietta
yapmən,yapman
telikənēsəs,telekinesis
härdᵊnbərjēə,hardenbergia
yaf,yaff
ämətēəl,ommateal
signəlīz,signalize
zātə,zeta
bärsəm,barsom
brīdᵊl,bridle
brau̇z,browse
bäbü,babu
presiŋ,pressing
stem,stem
ket,ket
pīran,pyran
stīrəfōm,styrofoam
akrəflāvēn,acriflavine
kiŋkē,kinky
viləpend,vilipend
difīənts,defiance
skwēmē,squeamy
hərmənütik,hermeneutic
inkōətiv,inchoative
ənstrap,unstrap
äksəlāt,oxalate
tetənīz,tetanize
kīləpäd,chilopod
thēəmantsē,theomancy
su̇pīn,supine
sərkəmlentᵊl,circumlental
pridiktiv,predictive
bu̇chrē,butchery
tərkē,turki
skirə,skirreh
kənkämətənt,concomitant
perəshütist,parachutist
pālēōjēägrəfē,paleogeography
kərlē,curly
äbvəlāshən,obvelation
sfinjīn,sphingine
kȯr,core
bərgrāv,burgrave
jau̇nts,jounce
likər,liquor
ənpōetik,unpoetic
simərübə,simaruba
rāv,rave
plātiŋ,plaiting
īsəspin,isospin
tētōtᵊlər,teetotaler
endədäntiks,endodontics
ləfȯrnə̇s,lophornis
eksēn,exine
imämāt,imamate
vīəlesᵊnt,violescent
sabəth,sabbath
äbvēəs,obvious
mirəthiər,moerithere
kapiberə,capybara
flipəntsē,flippancy
strīātəd,striated
wȯntᵊn,wanton
hwiskər,whisker
ämnipətənt,omnipotent
kənglütᵊnāt,conglutinate
dīnəthiər,dinothere
ənskrü,unscrew
hījak,hijack
äksəlōəsētik,oxaloaceticacid
inkənsidərət,inconsiderate
esthirēə,estheria
skwäshē,squashy
kəntamənənt,contaminant
zōənän,xoanon
glibərē,glibbery
rādēōaktivətē,radioactivity
transportiv,transportive
käləp,collop
stīfəl,stifle
sərānə,serena
emīā,mia
disemənāshən,dissemination
pīkstaf,pikestaff
sinərātər,cinerator
mədrōnə,madrone
thȯ,thaw
amnēän,amnion
sinləs,sinless
īdəlīz,idolize
fə̇lirēə,phillyrea
memərəbilēə,memorabilia
insinərāt,incinerate
intəlekt,intellect
bēz,bise
təbelyən,tabellion
gəmə,gumma
imətātrə̇s,imitatress
də̇fasə,defassa
semēkwāvər,semiquaver
ferē,fairy
mänəjərm,monogerm
ēkwədistənt,equidistant
ästentsəblē,ostensibly
kəstəmīz,customize
rənərau̇nd,runaround
riches,richesse
fu̇lmənāt,fulminate
büfō,buffo
särdäniks,sardonyx
särkəfīl,sarcophile
kraft,craft
träpik,tropic
fȯrnəkāshən,fornication
adənȯid,adenoid
əbjektəfī,objectify
lōgē,logy
kətēhəŋk,cuttyhunk
ȯtəsīkik,autopsychic
mȯth,moth
gripsak,gripsack
reks,rex
səbmərst,submersed
sēp,seep
misrīt,miswrite
näēv,naive
eranchēə,errantia
ēlütrēāt,elutriate
wenzdā,wednesday
memərəzāshən,memorization
əbau̇ndiŋ,abounding
sperō,sparrow
fēaskō,fiasco
īdōs,idose
ilektrōfishiŋ,electrofishing
lübə,luba
məs,muss
rilēs,release
lāətē,laity
antēevəlüshən,antievolution
sivəsizəm,civicism
kədüsēəs,caduceus
fiŋk,fink
tremyələnt,tremulant
rōdōbaktirēāsēē,rhodobacteriaceae
kakəl,cackle
pelərə̇zāshən,pelorization
erōsidərīt,aerosiderite
səbintᵊlijətər,subintelligitur
kənsəltətōrē,consultatory
kōəbāshən,cohobation
peskē,pesky
dibärk,debark
mizərbəl,miserable
difām,defame
sə̇laarēən,scyllarian
kampər,camper
ōgüz,oghuz
kōnīəm,conium
slō,slow
ənrēəlistik,unrealistic
disjəŋkt,disjunct
paləd,pallid
tapəderō,tapadero
anthrakəsīd,anthracocide
mēdēəstīnəm,mediastinum
mütän,mouton
blüz,blues
dəsthēp,dustheap
kōaktər,coactor
käkȯid,coccoid
illibərəl,illiberal
wānskət,wainscot
käləmbifərəs,columbiferous
räkətir,rocketeer
düzānyā,douzainier
ämnijənəs,omnigenous
mastərz,masters
ənəsərtiv,unassertive
ənfrendlēnəs,unfriendliness
āmətabələ,ametabola
trētäp,treetop
nefələ,nephila
rəməskyül,ramuscule
ingājd,engaged
kəngrüənt,congruent
thwak,thwack
ijipshən,egyptian
skaliwag,scalawag
nänpärtisəpənt,nonparticipant
nōt,note
pərsȯlt,persalt
nänəwu̇d,nanawood
nōpäl,nopal
güsnek,gooseneck
hau̇sbōt,houseboat
kechəp,catchup
brəshwərk,brushwork
yu̇rēīd,ureide
əntaktfəl,untactful
äksifōnēə,oxyphonia
hirōikämik,heroicomic
rəväⁿshist,revanchist
aktənäfrəs,actinophrys
rēaktiv,reactive
äləjə̇st,oligist
äniks,onyx
pebəl,pebble
linēərīz,linearize
ditərmən,determine
zīlil,xylyl
spirikəl,spiracle
sōlənāshəs,solanaceous
dizərd,dizzard
ēnəlās,enolase
fītās,phytase
ənkənjēnyəl,uncongenial
klōranthāsēē,chloranthaceae
bījemənət,bigeminate
ənshāplē,unshapely
spīrəkēt,spirochete
skyünəs,skewness
glȯkəs,glaucus
gab,gab
pərvāzhən,pervasion
antēaŋzīətē,antianxiety
myül,mewl
grigerēəs,gregarious
vanman,vanman
eskəbēyə,escobilla
endōenzīm,endoenzyme
rädär,rahdar
anəbaptizəm,anabaptism
bəlbəl,bulbil
ekstrəbəlbər,extrabulbar
kristəsentrik,christocentric
hȯgish,hoggish
hwithərwərd,whitherward
riŋmən,ringman
asərəm,asarum
imälyəmənt,emolument
ifemərə,ephemera
ōvərikspand,overexpand
rēōbās,rheobase
ärkādiŋ,arcading
ənpātrēätik,unpatriotic
amplətüd,amplitude
gālə,gala
absəlüshən,absolution
dīnəmäjənē,dynamogeny
pīrəjən,pyrogen
thīänik,thionic
däpstər,dopster
gärdrāl,guardrail
dipendənt,dependent
jərānᵊl,geranyl
āsēləs,acoelous
irəktāshən,eructation
mənēlendər,moneylender
batbȯi,batboy
əbyüsiv,abusive
thär,thar
ȯlnə̇s,allness
liŋgyəwəl,mesiolingual
antēferōmagnetik,antiferromagnetic
slüm,sloom
yad,yad
ingrāv,engrave
minəstrāshən,ministration
grab,grab
mȯlt,malt
bek,beck
jijünästəmē,duodenojejunostomy
sakəs,saccus
hyümərəs,humerus
rimd,rimmed
kōkēnə,coquina
rilāshnəl,relational
rāviŋ,raving
insämnēə,insomnia
bōld,bold
sindet,syndet
sandᵊl,sandal
erəbīz,arabize
əbstrəkt,obstruct
hedfōn,headphone
pərifərə,porifera
chərchəfīd,churchified
bəlbər,bulbar
hektəlētər,hectoliter
skag,scag
rabditəfȯrm,rhabditiform
dāstär,daystar
asətōnāt,acetonate
au̇tᵊn,outen
kibrächəmēn,quebrachamine
mōdāk,modoc
kōbaləmən,cobalamin
gambəsən,gambeson
dau̇nshift,downshift
mātrik,matric
bōhəŋk,bohunk
klau̇dləs,cloudless
käzməpälətən,cosmopolitan
hīdränik,hydronic
tüləsē,tulasi
līmē,limy
hōkāk,hoecake
ənsentsərd,uncensored
semēprəfeshnəl,semiprofessional
valədikshən,valediction
ärinjād,orangeade
pastər,pastor
spinich,spinach
məlā,malay
prig,prig
lȯdəbəl,laudable
kälənarēəm,collunarium
impərsnəl,impersonal
pālēäləjə̇st,paleologist
rād,raid
tenər,tenner
flātəs,flatus
blabərmau̇th,blabbermouth
fikst,fixed
äbambyəlāt,obambulate
bu̇k,bukh
tenətōm,tenotome
flachələnt,antiflatulent
nänterəf,nontariff
handau̇t,handout
misgō,misgo
läksmith,locksmith
bimələr,bimmeler
hīpəjēəl,hypogeal
kēmōriseptər,chemoreceptor
wentsəslȯs,wenceslas
athərōsklərōsəs,atherosclerosis
və̇läsəmən,velociman
bəvēnīt,bavenite
zāmēə,zamia
spanyəl,spaniel
bihüviŋlē,behoovingly
gȯrlə̇n,gorlin
stelə,stella
sərvəd,cervid
siŋkəpātəd,syncopated
səlektman,selectman
wȯtərē,watery
həsəl,hustle
fethər,feather
bāsbȯl,baseball
ənblendəd,unblended
pinyələ,pinnula
fȯrpȯ,forepaw
hipnəgäjik,hypnagogic
deprəvāshən,deprivation
älə,olla
sōsēōdrämə,sociodrama
gasēəs,gaseous
əfents,offense
imbrau̇n,embrown
dirəjəbəl,dirigible
kwäp,quop
kəntānərīz,containerize
rezənātər,resonator
izləmīz,islamize
intstəlāshən,installation
nüklēəsīd,nucleoside
akanthōdēə,acanthodea
kəmpyütəbəl,computable
nȯrthəmbər,northumber
hēl,heal
jem,gem
rēflāshən,reflation
dēhīdrāt,dehydrate
shütist,chutist
snōkap,snowcap
amərȯid,amaroid
biblikəl,biblical
chälər,choller
apədiktik,apodictic
bəstē,bustee
bāsəfī,basify
impōrtē,importee
kastrenchən,castrensian
plādi,plaidie
düsh,douche
jēärksətīt,gearksutite
sȯrə,saura
kerfəl,careful
pȯimeniks,poimenics
nänthərməl,nonthermal
yünivālənt,univalent
panikəl,panicle
kitēkȯrnər,cattycorner
rüfiŋ,roofing
ekōlōkāshən,echolocation
insektivrəs,insectivorous
grāau̇t,grayout
su̇rə,surah
dīət,diet
əfīər,afire
mider,midair
ənsōn,unsown
kadē,caddy
ōvərditərmənd,overdetermined
kənəndrəm,conundrum
kaməmīəl,chamomile
inigzistənt,inexistent
tītanəs,titanous
wərthē,worthy
ōtaarēə,otaria
rau̇ndhau̇s,roundhouse
nänekstənt,nonextant
när,gnar
kwīətüd,quietude
nidik,niddick
jügəm,jugum
spīnəs,spinous
labərəm,labarum
shēfē,sheafy
nänikseptənts,nonacceptance
tüpənambə,tupinamba
bərnz,burns
mandəmənt,mandament
ilekträfərəs,electrophorus
ənesthətist,anesthetist
thərmōpirēədizəm,thermoperiodism
jitənēmək,gitanemuk
süprəȯrbətᵊl,supraorbital
sfēnəsə̇fālyə,sphenocephalia
jīrensefələ̇t,gyrencephalate
pətüəterē,pituitary
ənsesᵊnt,uncessant
twin,twin
galəsizəm,gallicism
bərdlīf,birdlife
dōnāt,donate
rak,rack
lithəgraf,lithograph
akrōəmatik,acroamatic
temblər,temblor
eksəpəl,exciple
səbtend,subtend
kad,cad
viktrə̇s,victress
stōmāt,stomate
mäntikyələ̇t,monticulate
pōlərīz,polarize
nəgär,naggar
atməsfiriks,atmospherics
inkrēsmənt,increasement
vāəllə̇s,veilless
däsəməsē,docimasy
shnapər,schnapper
manə̇s,maness
diskrī,descry
yäməkə,yarmulke
thiŋhu̇d,thinghood
mäni,monie
wäthər,wather
au̇tstāshən,outstation
täkō,taco
əndərikspōz,underexpose
yentə,yenta
ətrōshəs,atrocious
fōtōingrāviŋ,photoengraving
labərintth,labyrinth
bīyünēəl,biunial
əsetələnil,acetylenyl
təmpfi,tumphy
ästēəfāj,osteophage
rijüvənāt,rejuvenate
akrəmānēə,acromania
tradətər,traditor
bübiŋgə,bubinga
bäŋglədesh,bangladesh
fȯn,fawn
gəyäl,gayal
ərānig,arenig
intsələnt,insulant
ōvipərə,ovipara
printər,printer
pritendər,pretender
zirärk,xerarch
äksəlil,oxalyl
nu̇matik,pneumatic
pālēōbätənē,paleobotany
dētyübāshən,detubation
ämish,amish
ikspōz,expose
mōbilēerē,mobiliary
infȯrməl,informal
lād,lade
paksələs,paxillus
käntrəsepshən,contraception
rifrakt,refract
stäg,stog
shāmfāst,shamefaced
kənzpərs,consperse
parəsēlə,parosela
flindərz,flinders
fōtōmäntäzh,photomontage
trəbəlshüt,troubleshoot
distempər,distemper
prefərentshəl,preferential
lōē,lowy
lethərwu̇d,leatherwood
paräzmēə,parosmia
sə̇fyu̇rəs,psephurus
chatə,chatta
kə̇tüpə,ketupa
dīaləjist,dialogist
sinästōsəs,synostosis
rün,roun
əninvītəd,uninvited
wāfər,wafer
pantīəl,pantile
kōpəlchā,copalche
ənrau̇nd,unround
kavēät,caveat
anəmōmetrəgraf,anemometrograph
sīkōtherəpē,psychotherapy
kȯrnərwāz,cornerways
liŋgwēnē,linguine
sīfänəglif,siphonoglyph
akrəspȯr,acrospore
zīlōs,xylose
hiz,his
imbau̇ər,embower
enkrīnəs,encrinus
ədapshən,adaption
simyələr,simular
sərpenz,serpens
rənt,runt
mistirēəslē,mysteriously
pikchərəbəl,picturable
kändemnāshən,condemnation
pərüz,peruse
kȯrbəl,corbel
brəzir,brassiere
mām,maim
fläg,flog
mə̇nər,illuminer
sləgərdlē,sluggardly
käntsənantᵊl,consonantal
süvläkē,souvlaki
irdrəm,eardrum
tōlwā,tollway
dəvȯrsā,divorcée
plu̇rəsȯrəs,pleurosaurus
chəmər,chummer
blāzᵊn,blazon
kastəgāt,castigate
gärnət,garnet
hetərōsəgjeshchən,heterosuggestion
səbstāj,substage
trezhərəbəl,treasurable
shōē,showy
härdᵊn,harden
äksēōt,oxeote
milēerēə,miliaria
eksərgänik,exergonic
aksēäləjē,axiology
ənmemrəbəl,unmemorable
didəktəbəl,deductible
ənsȯiəld,unsoiled
bīōjēägrəfē,biogeography
perəshüt,parachute
stəbəl,stubble
prōtist,protist
prik,prick
baktirēəl,bacterial
vinästəsəs,venostasis
ākəliptərē,acalypterae
dīgraf,digraph
əprentəs,apprentice
intrədäs,intrados
sīənāt,cyanate
misbə̇stō,misbestow
chȯlmügrə,chaulmoogra
kerē,kerry
vīnᵊl,vinyl
əsidəfīənt,acidifiant
fȯrtäpmən,foretopman
firēāshən,feriation
daməklēz,damocles
letər,letter
kənvenchnəl,conventional
bȯlkənīz,balkanize
pithäs,pithos
əndərdres,underdress
herədən,harridan
landləbər,landlubber
fərtəlīz,fertilize
rezᵊnər,resiner
välgə,volga
əbətmənt,abutment
plümōs,plumose
chərk,chirk
imbōldən,embolden
strānər,strainer
ȯldərwu̇mən,alderwoman
mōpän,mopan
nänhəntiŋ,nonhunting
rēbigin,rebegin
falənjidēə,phalangidea
fasniŋ,fastening
bīkärb,bicarb
käpēbu̇k,copybook
machləs,matchless
mənipyəlāt,manipulate
tərnərē,ternary
rīdərə̇s,rideress
fȯrtē,forty
pəlimərəs,polymerous
ȯrbətəlītēz,orbitolites
thōläs,tholos
kȯrjēalətē,cordiality
endəsəlfən,endosulfan
yashmak,yashmak
ənapt,unapt
rüd,rude
rüliŋ,ruling
ənlərn,unlearn
klīdsīd,clydeside
äbsəkwənts,obsequence
hispanō,hispano
febrīlalsofēb,subfebrile
kempīt,kempite
homomaləs,homomallous
sēmōst,seamost
dābrāk,daybreak
miləpōər,millepore
tinēȯid,tineoid
iməlāt,immolate
kōstgärdzmən,coastguardsman
kətōvər,cutover
imiks,immix
fərbərīt,ferberite
salvərsan,salvarsan
wərshəpləs,worshipless
səmāt,summate
film,film
kərvet,curvet
ȯtōpälēplȯid,autopolyploid
bərajənāshəs,boraginaceous
kätᵊnsēd,cottonseed
sītlə̇nz,sidelings
täksēmēə,radiotoxemia
spād,spade
ənsəspektiŋ,unsuspecting
heksad,hexad
fakyələ,facula
testän,teston
yau̇tēə,yautia
ə̇fidrədē,ephydridae
wərkpēs,workpiece
megəkarēōsīt,megakaryocyte
ämȯi,amoy
chau̇k,chowk
sekstanz,sextans
āzōn,azon
kȯstəsīz,causticize
swərəl,swirl
məŋglər,mongler
inümrəbəl,innumerable
mə̇letēə,millettia
īvēd,ivied
ōvərdramətīz,overdramatize
lüm,loom
kīlägnəthə,chilognatha
bərbəmēn,berbamine
empfəsīz,emphasize
eksȯrsīz,exorcise
stipyəlāt,stipulate
sītəlīsᵊn,cytolysin
pālēōklīmətäləjē,paleoclimatology
prävərb,proverb
entsə̇t,ensete
inhabət,inhabit
perē,perry
fərvənt,fervent
tirsərən,tierceron
nōdəs,nodus
bəsiləs,bacillus
kələrəchər,colorature
bətərē,buttery
perēaktəs,periactus
nāzəkȯrn,nasicorn
blastēmə,blastema
mangrōv,mangrove
pāpärkə̇kəl,paparchical
kähä,kaha
sitär,sitar
welch,welch
partyizəm,partyism
sālbōt,sailboat
mäləsäl,mollisol
kwäntətāt,quantitate
brōsəməm,brosimum
əkantthēən,acanthion
lōkəmōtiv,locomotive
därk,dark
təläk,talak
ämənāt,ominate
klakə̇t,clacket
bȯlsəmēn,balsamine
həvəl,hovel
sigmȯid,sigmoid
merələnd,maryland
shərk,shirk
antēəristəkratik,antiaristocratic
intərkavərnəs,intercavernous
pathəjənetik,pathogenetic
välərē,volery
änlägə,anlage
trāsē,tracy
hīpəgastrik,hypogastric
ənsīəntifik,unscientific
rānwer,rainwear
kantəlēvər,cantilever
ōvərstā,overstay
trȯl,trawl
dəgerōtīpər,daguerreotyper
käntrəindəkāt,contraindicate
twētər,tweeter
gau̇,gau
ȯrēentəlīz,orientalize
smərkē,smirky
ärthritik,arthritic
dēplümāt,deplumate
stərlə̇t,sterlet
pathədänchēə,pathodontia
ragəməfən,ragamuffin
fōnəmōtər,phonomotor
rējnəlīz,regionalize
hīpəkändrēak,hypochondriac
kȯrnkrib,corncrib
ravənsārə,ravensara
alfēōnə,alfiona
enēmȯr,anymore
süthsāiŋ,soothsaying
arəpīmə,arapaima
hōmēäpəthē,homeopathy
savänt,savant
siŋgəlt,singult
klīnədōmatik,clinodomatic
shēpdȯg,sheepdog
fōladədē,pholadidae
kənvenchəwəl,conventual
frütfəl,fruitful
bəksəm,buxom
retərik,rhetoric
spȯilāshən,spoilation
trīkrōmətizəm,trichromatism
gaskət,gasket
trītər,tritor
pōkō,poco
kalvənizəm,calvinism
hwidə,whydah
därliŋ,darling
hämbərg,homburg
nänindijənəs,nonindigenous
sītōkənēsəs,cytokinesis
kyükərbət,cucurbit
jēōsentrik,geocentric
alkōv,alcove
sentrad,centrad
ȯtəmȯrfik,automorphic
disingāj,disengage
fabrik,fabric
atə̇d,attid
jilyən,jillion
rōpwā,ropeway
hag,hag
pu̇sē,pussy
ənathəmətīz,anathematize
ekspēāt,expiate
kəvət,covet
lēsh,leash
tāt,tait
aŋgyəlifərəs,anguliferous
myüän,muon
sȯräptərijēə,sauropterygia
fīsitədē,phycitidae
blisfəl,blissful
grōp,grope
tȯrätrəgəs,taurotragus
indäbə,indaba
panəshu̇ər,panachure
thīōyu̇rəsil,thiouracil
rēgathər,regather
präsələtīz,proselytize
epəzəwätik,epizootic
ōpēət,opiate
prēbrēth,prebreathe
fīn,fine
rēsel,resell
pirədinēəm,pyridinium
ōvərsir,overseer
lau̇dspēkər,loudspeaker
chȯdər,chalder
əflātəs,afflatus
kīazmətīp,chiasmatype
ēgres,egress
ribət,rebut
ānyümənə,apneumona
sīzmäləjē,seismology
jīrōkəmpəs,gyrocompass
prēkəndishən,precondition
sisten,sisten
kəmperətiv,comparative
shōt,shoat
rithmisətē,rhythmicity
swētish,sweetish
klitik,clitic
gərbərə,gerbera
hīpəresthēzhēə,hyperesthesia
är,ar
dəlsətüd,dulcitude
sīnpōst,signpost
vilijər,villager
yäbō,yobbo
sēl,seal
fu̇tləs,footless
pentsəl,pencil
ənəntsēāshən,annunciation
chiŋk,chink
swinj,swinge
zirədāsēē,xyridaceae
prēdȯn,predawn
məläsik,molossic
wȯl,waul
nänfakəltē,nonfaculty
revəhənt,revehent
plüvēəgraf,pluviograph
kaŋkrə̇d,cancrid
rīdər,ryder
navəhō,navajo
kirəmän,kirimon
spazməfilēə,spasmophilia
ədept,adept
itherəfəkāshən,etherification
balkənē,balcony
lȯŋgən,longan
makrəsītōsəs,macrocytosis
kabərnāsōvinyän,cabernetsauvignon
pithed,pithead
traktᵊl,tractile
gwāməl,guemal
lambənt,lambent
yōgē,yogi
lərnēə,lernaea
täku̇ər,thakur
benədiktən,benedictine
disfəŋkshən,dysfunction
jīrōfrēkwəntsē,gyrofrequency
au̇tmənyüvər,outmaneuver
dīazōāt,diazoate
äbsəlēshən,obsoletion
gerish,garish
hȯrsshit,horseshit
serəbrāt,cerebrate
əbäks,abox
lōbrau̇izəm,lowbrowism
märməset,marmoset
if,if
hēbrāistik,hebraistic
aftərkräp,aftercrop
radəkāt,radicate
intərventrikyələr,interventricular
galvanəkȯtərē,galvanocautery
frakshnəl,fractional
sau̇ərdō,sourdough
ənəkämədātiŋ,unaccommodating
skrapij,scrappage
rifȯrmətiv,reformative
gəl,gull
brēbrē,bribri
märkä,markka
dragē,draggy
sendē,sendee
anəsōl,anisole
flaksmən,flaxman
badmitᵊn,badminton
mōld,mold
blē,blee
leŋkthē,lengthy
tərgənt,tergant
safrənēn,safranine
vībrətᵊl,vibratile
prəkrastənāt,procrastinate
sēṯẖ,seethe
həl,hull
brütaləterēən,brutalitarian
ergətīz,ergotize
hōkəs,hocus
bätənē,botany
diskärd,discard
pregnəntsē,pregnancy
bəg,bug
ȯrämətər,orometer
kräkədilȯid,crocodiloid
shənlə̇s,fashionless
ikspendəbəl,expendable
rerən,raring
kətiŋ,cutting
anīsōkōrēə,anisocoria
pōstmistrəs,postmistress
shrīnərīz,schreinerize
anjənü,ingenue
ütə,uta
bisəbȯl,bisabol
disīpəl,disciple
kənsərtəd,concerted
timpən,tympan
nōvəbīəsən,novobiocin
tanə̇st,tanist
märjənt,margent
